date	accel	sonar
920	287	
921	314	
922	266	
923	229	
923	229	5050
924	192	
925	193	
926	185	
926	185	5050
927	147	
928	134	
929	142	
930	148	
930	148	5014
931	177	
932	197	
933	233	
933	233	5042
934	262	
935	268	
936	236	
937	214	
937	214	5042
938	222	
939	262	
940	287	
940	287	5000
941	312	
942	272	
943	198	
944	178	
944	178	5042
945	197	
946	236	
947	265	
948	288	
948	288	5036
949	251	
950	216	
951	165	
951	165	5036
952	167	
953	196	
954	293	
955	333	
955	333	5028
956	316	
957	289	
958	232	
959	205	
959	205	5028
960	190	
961	221	
962	249	
962	249	4994
963	274	
964	285	
965	295	
966	303	
966	303	5022
967	340	
968	357	
969	372	
969	372	5014
970	362	
971	315	
972	247	
973	214	
973	214	5022
974	214	
975	227	
976	206	
977	181	
977	181	4972
978	121	
979	48	
980	8	
980	8	5014
981	-71	
982	-133	
983	-237	
984	-238	
984	-238	4994
985	-210	
986	-193	
987	-231	
988	-298	
988	-298	4910
989	-289	
990	-216	
991	-153	
991	-153	4854
992	-154	
993	-225	
994	-270	
995	-251	
995	-251	4818
996	-197	
997	-165	
998	-116	
998	-116	4728
999	-133	
1000	-237	
1001	-264	
1002	-208	
1002	-208	4622
1003	-103	
1004	-34	
1005	103	
1005	103	4468
1006	122	
1007	71	
1008	-38	
1009	-81	
1009	-81	4362
1010	-64	
1011	62	
1012	171	
1013	182	
1013	182	4256
1014	128	
1015	83	
1016	80	
1016	80	4228
1017	146	
1018	207	
1019	218	
1020	236	
1020	236	4096
1021	239	
1022	219	
1023	202	
1024	204	
1024	204	4018
1025	225	
1026	244	
1027	248	
1027	248	3990
1028	225	
1029	146	
1030	89	
1031	85	
1031	85	3892
1032	91	
1033	171	
1034	212	
1035	244	
1035	244	3864
1036	255	
1037	289	
1038	364	
1038	364	3808
1039	397	
1040	383	
1041	293	
1042	185	
1042	185	3772
1043	165	
1044	206	
1045	309	
1045	309	3814
1046	347	
1047	326	
1048	224	
1049	149	
1049	149	3766
1050	-3	
1051	-75	
1052	-152	
1053	-126	
1053	-126	3800
1054	-72	
1055	61	
1056	139	
1056	139	3744
1057	172	
1058	171	
1059	104	
1060	57	
1060	57	3738
1061	56	
1062	73	
1063	74	
1063	74	3772
1064	37	
1065	-5	
1066	-25	
1067	-31	
1067	-31	3730
1068	24	
1069	59	
1070	102	
1071	125	
1071	125	3724
1072	107	
1073	75	
1074	38	
1074	38	3758
1075	55	
1076	64	
1077	79	
1078	91	
1078	91	3752
1079	106	
1080	166	
1081	199	
1081	199	3710
1082	189	
1083	110	
1084	46	
1085	37	
1085	37	3702
1086	71	
1087	97	
1088	93	
1089	75	
1089	75	3744
1090	62	
1091	29	
1092	-13	
1092	-13	3710
1093	-33	
1094	-59	
1095	-29	
1096	3	
1096	3	3752
1097	79	
1098	121	
1099	111	
1099	111	3744
1100	92	
1101	71	
1102	71	
1103	80	
1103	80	3710
1104	92	
1105	80	
1106	41	
1107	24	
1107	24	3710
1108	23	
1109	60	
1110	109	
1110	109	3710
1111	128	
1112	120	
1113	82	
1114	76	
1114	76	3752
1115	86	
1116	116	
1117	123	
1117	123	3730
1118	109	
1119	39	
1120	2	
1121	-28	
1121	-28	3766
1122	33	
1123	98	
1124	234	
1125	241	
1125	241	3724
1126	179	
1127	40	
1128	-51	
1128	-51	3724
1129	-71	
1130	-52	
1131	2	
1132	29	
1132	29	3730
1133	51	
1134	33	
1135	20	
1136	11	
1136	11	3766
1137	3	
1138	22	
1139	91	
1139	91	3724
1140	175	
1141	204	
1142	197	
1143	155	
1143	155	3710
1144	139	
1145	135	
1146	127	
1146	127	3710
1147	123	
1148	98	
1149	96	
1150	117	
1150	117	3696
1151	205	
1152	283	
1153	304	
1153	304	3710
1154	296	
1155	223	
1156	194	
1157	200	
1157	200	3710
1158	218	
1159	213	
1160	159	
1161	109	
1161	109	3716
1162	107	
1163	120	
1164	135	
1164	135	3710
1165	149	
1166	188	
1167	224	
1168	225	
1168	225	3716
1169	182	
1170	136	
1171	3	
1171	3	3766
1172	1	
1173	53	
1174	98	
1175	177	
1175	177	3752
1176	200	
1177	199	
1178	164	
1179	124	
1179	124	3716
1180	136	
1181	181	
1182	189	
1182	189	3716
1183	180	
1184	200	
1185	226	
1186	261	
1186	261	3716
1187	240	
1188	214	
1189	212	
1190	203	
1190	203	3766
1191	178	
1192	162	
1193	168	
1193	168	3730
1194	226	
1195	238	
1196	166	
1197	112	
1197	112	3730
1198	63	
1199	98	
1200	125	
1200	125	3738
1201	120	
1202	89	
1203	113	
1204	155	
1204	155	3744
1205	278	
1206	341	
1207	316	
1208	191	
1208	191	3744
1209	123	
1210	146	
1211	217	
1211	217	3744
1212	216	
1213	136	
1214	74	
1215	98	
1215	98	3758
1216	107	
1217	87	
1218	30	
1218	30	3758
1219	14	
1220	1	
1221	42	
1222	59	
1222	59	3758
1223	74	
1224	69	
1225	104	
1225	104	3758
1226	139	
1227	124	
1228	76	
1229	86	
1229	86	3758
1230	130	
1231	140	
1232	117	
1233	84	
1233	84	3758
1234	85	
1235	153	
1236	235	
1236	235	3744
1237	259	
1238	252	
1239	188	
1240	145	
1241	140	
1241	140	3744
1242	155	
1243	183	
1244	184	
1244	184	3744
1245	176	
1246	183	
1247	213	
1247	213	3738
1248	255	
